"","log2FC","t","B","PValue","FDR"
"DACH1",-1.23229354012696,-4.19162380190239,1.34977500726176,4.48038004317528e-05,0.000595725736122195
"AKR1C3",-1.1215274270678,-4.17437623314395,1.28469651223192,4.79883811829548e-05,0.00063418091557894
"ERICH4",-1.9624401587181,-4.17244493603197,1.27742286018707,4.83581656858783e-05,0.000638203540245205
"CCSER1",-1.01194966855434,-4.17139129799326,1.27345579680374,4.85610527470308e-05,0.000639789853042544
"CIDEC",-1.90222151901978,-4.17060728777135,1.27050443817771,4.87125487107003e-05,0.000640738512085261
"ITLN1",-2.60143697308252,-4.1705978331801,1.27046884968674,4.87143783971785e-05,0.000640738512085261
"AKR1C1",-1.26275091820372,-4.16864375551043,1.26311481195028,4.90939526116945e-05,0.000644428285828961
"GSTA1",-2.15603333957601,-4.16735358320965,1.25826086629154,4.93461136890731e-05,0.000646904216844775
"SYT1",-1.5873675909697,-4.16275319542191,1.24096298230611,5.02553697803269e-05,0.000657022480068454
"PAX4",-2.2973772881257,-4.16000146749125,1.23062362977715,5.08068775398288e-05,0.000663344108829377
"MOGAT2",-2.27563500157689,-4.15835744739092,1.22444902692147,5.11391327689877e-05,0.000667235783768631
"HEPACAM2",-2.20139111015104,-4.15393131142271,1.20783520156098,5.20440099884284e-05,0.000675879594786516
"WDR72",-1.86914529294774,-4.14609046032505,1.17843922586687,5.36846968041349e-05,0.000694875064270496
"SNTN",-1.39534519247909,-4.14557394748704,1.17650436030079,5.37944946917002e-05,0.000695374001249865
"VIL1",-1.34370982906839,-4.13908783388852,1.15222393256099,5.51916859419835e-05,0.000710611159565683
"GRID2",-1.53964100198387,-4.1386429446258,1.15055964429172,5.52887813050977e-05,0.000711392038427293
"LRP4",-1.08931200742663,-4.13747010915265,1.14617287520666,5.55455312816397e-05,0.000713285016504162
"KCNK9",-1.39962230781617,-4.12486688666629,1.09909668565134,5.83774484364558e-05,0.000744264804723175
"HTR1D",-1.72173470748794,-4.11773049478819,1.07249227620712,6.00416194482152e-05,0.000762493409245096
"AKNAD1",-1.16882686144158,-4.11568181183343,1.06486172998733,6.05276741790193e-05,0.000767168618376804
"CLGN",-1.43513573094358,-4.11219387509483,1.05187763690835,6.13638546965674e-05,0.000777262219222777
"MEP1B",-1.75394013349373,-4.10930989195497,1.04114857559072,6.20635694694479e-05,0.000784597676472897
"NRTN",-1.00679450661802,-4.10425026198506,1.02234044045369,6.33095938789573e-05,0.000798226331185253
"PDZK1",-1.19904385598899,-4.10393909958329,1.02118437453511,6.33869979679872e-05,0.000798226331185253
"BTNL3",-1.9140386196891,-4.09878105905787,1.00203104650008,6.46833436758593e-05,0.000813501407995552
"GGTLC1",-1.63540497327929,-4.09415191830373,0.984858406868556,6.5868287287089e-05,0.000826805851804945
"LRATD1",-1.22209465393583,-4.08126153765426,0.937122665775505,6.92781072654853e-05,0.000863498962780976
"ADRA2A",-1.52762532319619,-4.06516607043509,0.87769054645403,7.37726552825136e-05,0.000909645267504348
"F10",-1.22194385066003,-4.06161050634642,0.86458762047266,7.48023816988868e-05,0.000919613290905231
"SERTAD4",-1.04856332296186,-4.05848577599803,0.853080146755584,7.5718643584185e-05,0.000927953655109259
"RAB3B",-1.13292797762266,-4.05843605038097,0.852897080373413,7.5733310779797e-05,0.000927953655109259
"SLC5A9",-1.34179833539992,-4.03399709211401,0.763146828096848,8.32794948234721e-05,0.00101090327080805
"CNTNAP2",-1.67707853116274,-4.03336319774183,0.760824814785889,8.34844593924581e-05,0.00101213239930521
"C17orf78",-1.65840708833296,-4.02831158450306,0.742330998520528,8.51351344924162e-05,0.00102894903415323
"ISX",-2.54514398458419,-4.02786403495428,0.740693449780127,8.52828677819822e-05,0.00102945967608937
"C5orf52",-2.06954557062957,-4.02735128824311,0.738817533396039,8.54524226553406e-05,0.00103023214194539
"IGSF10",-1.21614102407295,-4.01659941259641,0.699526316700258,8.9082758119368e-05,0.00107025591217936
"ESPN",-1.18641948014323,-4.01302568871988,0.686485766351293,9.03216293524631e-05,0.00108424839073231
"F5",-1.34721613103016,-4.01106099027775,0.679320631319085,9.10096913762587e-05,0.00109183661092391
"SLC6A18",-1.62995965704341,-4.00570560996355,0.659804547021953,9.29106693642712e-05,0.00110918859652673
"DPP4",-1.16943017337838,-4.00461122087277,0.655819013501319,9.33037688009358e-05,0.00111320064989332
"RBP2",-2.01303209808682,-4.00278234821376,0.649160647127561,9.39642307116664e-05,0.00111867101640985
"PDE9A",-1.02263776305779,-3.99566649042898,0.623277816662141,9.65766156070999e-05,0.00114524845688638
"PDIA2",-1.79631776313118,-3.98295782176839,0.57714643703242,0.000101415271865164,0.00119536515189381
"VSIG8",-1.07433359145958,-3.98235776890782,0.574971292699561,0.000101649349001821,0.00119740111235157
"DCDC2",-1.74865047186467,-3.9798892697309,0.566026021742243,0.000102617719396775,0.00120807917063067
"CKB",-1.08413069854692,-3.97723745979189,0.556421574366407,0.000103667786553146,0.0012176144647717
"AQP10",-1.808632782793,-3.97721380660663,0.556335929943284,0.000103677198650062,0.0012176144647717
"PCSK1N",-2.1613538707001,-3.96648877012399,0.517545610993682,0.000108029787431155,0.00126341127673381
"FAM3D",-1.71983187069751,-3.96508760148364,0.512484253726895,0.00010861111470905,0.00126868961580248
"CMBL",-1.4034955440739,-3.95679090078264,0.482544871167314,0.000112114802259318,0.00130027856524042
"TCP10L2",-1.66562159258961,-3.948158326297,0.451448523703043,0.000115874388382345,0.00133673297094267
"RORC",-1.1547970087871,-3.94606146689029,0.443903680105854,0.000116805539067503,0.00134654807842731
"IGSF23",-1.68008855955819,-3.93770586011519,0.413871804748266,0.000120587197969568,0.00138292686085076
"MROH2A",-1.50365267016659,-3.9367146527687,0.410312688023104,0.000121043458888107,0.00138734425956369
"SMIM22",-1.06940067372561,-3.92713171692848,0.375941654500162,0.000125540068151949,0.0014321546407118
"CLPSL2",-2.29567882580085,-3.92405836475128,0.364933201119305,0.000127015515121475,0.00144335731555728
"FOXJ1",-2.19426278205522,-3.92067561825912,0.352824793552019,0.000128658555069461,0.00145835443461139
"SLC44A4",-1.22695537811046,-3.9189129143942,0.346518699089197,0.00012952271078378,0.00146729761566372
"GJC3",-1.16283784146015,-3.91252987062111,0.323702981641843,0.000132698366608246,0.00149719041492852
"REG4",-2.36191210519098,-3.90819618565399,0.308230151437543,0.000134896476462754,0.00151935621700894
"PGAP3",-1.00720320469579,-3.90700869045331,0.303992848837888,0.000135504806829331,0.00152444860201827
"ERVV-1",-1.68433122437727,-3.90400612083678,0.293283645815775,0.000137054617835434,0.00153833759949962
"APOA1",-2.05102670705761,-3.89617897817999,0.265398919623929,0.000141174281067571,0.00157732157536229
"PRLR",-1.30146947283456,-3.89285572718276,0.253573690283449,0.000142958763173892,0.00159179241208853
"ARHGEF26",-1.02199938933144,-3.89069812754535,0.245900730427258,0.000144128779451404,0.00160299125134584
"AGT",-1.07076845683149,-3.88415114018793,0.222639693933131,0.000147735003240175,0.00164029552232365
"DUOXA1",-1.49760014182615,-3.88092158945963,0.211177317887659,0.000149545324134999,0.0016575668266843
"SPAG17",-1.34835562607266,-3.87848149624992,0.202522165575908,0.000150927069737196,0.00167098438695425
"AS3MT",-1.30971688444767,-3.8707360025924,0.175078508244041,0.00015539387436546,0.00171557298288428
"CA4",-1.95557972112488,-3.86820633290842,0.166125349206417,0.000156879725317477,0.00172904311602023
"MYADML2",-1.44003732944651,-3.86356411029156,0.149708016917439,0.000159641587578107,0.00175255576374413
"MROH7-TTC4",-1.06496485169415,-3.86312745869239,0.148164634323395,0.000159903732962414,0.00175279328468768
"CREB3L3",-1.80381968143358,-3.86119322515921,0.141329670332087,0.000161069880094808,0.00176228867128395
"SCN8A",-1.03193766859509,-3.86048423063024,0.13882502544613,0.000161499350795265,0.00176402116853541
"COLEC10",-1.16217817416852,-3.85812193814606,0.130482592397045,0.000162938159614055,0.00177477117048368
"C3orf67",-1.23114277424532,-3.85594276853889,0.122790637844951,0.000164276216715128,0.00178735087740389
"SLC6A7",-1.46152307594509,-3.85284277657465,0.111854651004929,0.000166197663176279,0.00180523772261424
"DCX",-1.49971222901082,-3.84863615132956,0.0970264918120547,0.000168839162929155,0.00183087312289676
"PLA2G12B",-2.10207848239741,-3.84801741699469,0.0948466236741217,0.000169231035001597,0.00183398487628058
"DMBT1",-2.12452167736169,-3.84788653331898,0.0943855438238304,0.000169314040015247,0.00183398487628058
"KLHL13",-1.17123668100872,-3.84588588161998,0.0873392360066063,0.000170587651039229,0.00184573190722545
"F2",-1.66839726485356,-3.84542768321766,0.0857258894086019,0.000170880616166719,0.0018478774221375
"MOGAT3",-1.56275861444946,-3.84294580184616,0.0769898148588641,0.000172475809293254,0.00186100349452462
"CRYBA2",-1.76915683232569,-3.83798005570583,0.0595248420556587,0.000175709989316212,0.00189142328145073
"ZBTB7C",-1.31278773292649,-3.83787414606048,0.0591525540672553,0.000175779590785984,0.00189142328145073
"MAGEA9",-1.80290635872058,-3.83566728500079,0.0513970678977866,0.000177235856270793,0.00190394423695631
"FSIP2",-1.05697709386897,-3.83489245886783,0.0486750116304204,0.000177749858703032,0.00190841556216969
"MAGEA3",-3.52407464814776,-3.83333521271719,0.0432056125391629,0.000178787181750747,0.00191704156785277
"NDP",-1.49624149669095,-3.83324428624642,0.042886315736804,0.000178847927407136,0.00191704156785277
"KIAA1257",-1.02105770049965,-3.83208649111206,0.0388211640461815,0.000179623134835707,0.00192323860058045
"CRIP3",-1.08010381898612,-3.8241817077734,0.0110940319557047,0.000185001618982704,0.00197001996777054
"APOB",-2.21980426092433,-3.81571995622081,-0.0185335967972158,0.000190928186953538,0.00202429510111141
"AGXT",-1.3487770739972,-3.81279896157823,-0.0287482764059108,0.000193015512579039,0.0020408828765061
"CRABP2",-1.35425474681303,-3.80441561769732,-0.0580282862163921,0.000199127023642006,0.00209615710656207
"C11orf86",-2.10467504186664,-3.80376804707082,-0.0602877683941738,0.00019960666150133,0.00209920389323516
"ANXA13",-1.68653756616865,-3.79535961176963,-0.0895968920883785,0.000205934833185932,0.00215063564649809
"AZGP1",-1.38850515451307,-3.79393316927633,-0.0945636126901892,0.000207027058911067,0.0021597868321139
"CDHR5",-1.14016343317006,-3.79073522891891,-0.10569280101338,0.000209495702277838,0.0021808781934726
"SLC13A2",-2.21546382067579,-3.78977177227585,-0.109044191932904,0.000210244891624366,0.00218634525285882
"CYP2W1",-1.74161201586605,-3.78901553388798,-0.111674271254088,0.000210834724570077,0.00219014528413163
"TFR2",-1.02952486219674,-3.78305061413809,-0.132403870951444,0.000215542367466297,0.00222955562828546
"MARK1",-1.01107674370349,-3.782193145176,-0.135381534784359,0.000216227231830213,0.00223308959687509
"RIPPLY3",-1.75971498948581,-3.78103942086207,-0.13938708533899,0.000217151970215661,0.0022390857404329
"HOXB8",-1.48046481883024,-3.77944751651417,-0.144912241367164,0.000218434073407007,0.00224992859041234
"C12orf56",-1.69986150508572,-3.77746412715379,-0.151793419469055,0.000220041508590319,0.00226409604964387
"PROM2",-1.42408392179594,-3.77676980861734,-0.154201572726764,0.000220606861137486,0.00226668194605693
"MAGEA10",-2.41038847185804,-3.77141955844471,-0.172745724524402,0.000225009710979134,0.00230173899490613
"KCNF1",-1.37773877786246,-3.75610925161609,-0.225689465988562,0.00023807331324461,0.00241251887883884
"MESP2",-1.16247337574646,-3.75331232839241,-0.235341751349836,0.000240536075432879,0.00243139495410376
"WFDC10A",-2.02995656760372,-3.74876534606709,-0.251020616914666,0.000244591349536352,0.00246472821455862
"DNALI1",-1.0725353933309,-3.74693223592308,-0.257336998246093,0.000246244460185697,0.00247882703371048
"HOXA6",-1.35304312500714,-3.74669274249126,-0.258162032706021,0.000246461216290199,0.00247912457811271
"IL1RL2",-1.14782302422319,-3.744589967395,-0.26540400363556,0.000248372123843568,0.00249125153407123
"KCNK10",-1.23804560049696,-3.7417404543995,-0.275212270841311,0.00025098401635867,0.00251615665911909
"HTR2C",-1.91096081077638,-3.74010864007461,-0.280826277781098,0.000252491435914648,0.00252607910692876
"XPNPEP2",-1.61634439110431,-3.73695139778809,-0.291682416917061,0.00025543235356374,0.00255288484854616
"OPRD1",-1.10756089734363,-3.73561729866439,-0.296267374168409,0.000256684759870139,0.002560158317785
"ATOH1",-2.17448095783501,-3.72557435645778,-0.330738007058049,0.000266300931424261,0.00263698344481486
"SHD",-1.10440164558946,-3.72449292904958,-0.334445140186346,0.000267356487936665,0.00264003804765217
"LYPD8",-2.07990043053854,-3.72431150954384,-0.335066957147547,0.000267533954518981,0.00264003804765217
"KCNJ4",-1.59079333212534,-3.72349602055147,-0.337861736688731,0.000268333051836645,0.00264524890848459
"DDC",-1.29527430542507,-3.72117103300914,-0.345826910287509,0.00027062371692281,0.00266174792569144
"AKR7A3",-1.0973005339335,-3.71574826923766,-0.364388404254394,0.000276038503004338,0.00270210408231779
"DUOX1",-1.03383222958425,-3.7139115621004,-0.370670049760648,0.000277895618757521,0.00271638144490851
"PNPLA3",-1.19873050334033,-3.71234014448496,-0.376042303846899,0.000279493868372513,0.00272499541296858
"ANO4",-1.02502705754095,-3.70778591596245,-0.391601117191176,0.000284175094911616,0.0027623574091533
"KCNG3",-1.32180390057338,-3.70756981814684,-0.392338980034339,0.0002843990504798,0.00276315832071439
"ANKRD40CL",-1.31180569915896,-3.70135381947147,-0.413547828279349,0.00029091296064743,0.00280827402516181
"AL590560.2",-1.61498938242625,-3.69901056007972,-0.421535153905168,0.000293404925846329,0.00282673778262314
"CT45A10",-2.21273710226406,-3.69507748262963,-0.434931961929913,0.000297633005829833,0.0028632324498731
"ZNF488",-1.00111820123091,-3.69294107380118,-0.44220391344986,0.000299953723436041,0.00288413631908773
"MUC12",-1.4603477676227,-3.68493905191385,-0.469409665208517,0.000308798937520383,0.00294884856235829
"PF4",-1.76598818772395,-3.67909715514957,-0.489239679477471,0.000315411409257954,0.00300025111954484
"MTRNR2L5",-1.63691697390405,-3.67489683849409,-0.503480933610175,0.000320248176725347,0.00303885472119692
"AC243967.1",-2.14892190349807,-3.6743187545347,-0.505439857173388,0.000320919312560632,0.00304374347029688
"DEUP1",-1.14711243569552,-3.67217391811341,-0.51270566814163,0.000323421019528422,0.00306152031046328
"NHLRC1",-1.04602156802324,-3.66658014603424,-0.531638079869407,0.000330032445266128,0.00311654731453777
"CGREF1",-1.02426026954336,-3.66338144385241,-0.542453232711599,0.000333870212980124,0.00314669854522407
"KLK15",-1.73072665890783,-3.66136521694709,-0.549266188634093,0.000336310867096523,0.0031681717253171
"TINAG",-2.06773740571604,-3.66005889054179,-0.553678644637476,0.0003379011638235,0.00318161737417795
"THRB",-1.05052225531088,-3.65342208556312,-0.576075491887272,0.000346090924532117,0.00324631464121196
"CHST5",-1.71586740566927,-3.65326348485377,-0.576610289687364,0.000346288909643336,0.00324631464121196
"BRINP1",-1.44731081145874,-3.6510167629203,-0.584184060650928,0.000349105054684227,0.00326506064321103
"B4GALNT2",-1.55035552547894,-3.6501565136417,-0.587082938783813,0.0003501890419778,0.00327049756476779
"AXDND1",-1.46047670681807,-3.64539735623339,-0.603109898582338,0.000356243607351686,0.0033101116666278
"BPIFA2",-1.94309508673295,-3.64535638802048,-0.603247786056398,0.000356296153060352,0.0033101116666278
"GCNT3",-1.27405749166714,-3.6427420177463,-0.612044292231844,0.000359664501627339,0.00333799636337479
"MAGEA11",-2.27724654248313,-3.63986239036452,-0.621727083061006,0.000363409369636751,0.00336566629187381
"XK",-1.08000795596507,-3.63651020717695,-0.63299063465636,0.000367815113873362,0.00339932917030973
"RDH12",-1.02866777408491,-3.63203444671267,-0.648015693632733,0.000373776151751186,0.00344300929968448
"VWA5B2",-1.18251961577254,-3.63187587694809,-0.648547720663886,0.000373989004956922,0.00344334499422366
"PLA2G10",-1.16253501853402,-3.62900658030698,-0.658171251326912,0.000377860359062987,0.00347243707558872
"C1orf105",-1.35387989940113,-3.62634615444257,-0.667088442578166,0.000381483637606928,0.00350007666806062
"MAGEA6",-3.31384166909199,-3.62219579046218,-0.680988458512675,0.000387201579682005,0.00354492853368342
"ANKRD33",-1.60610076012508,-3.62085166300598,-0.685487175533956,0.000389070637117467,0.00356026770552029
"FADS6",-1.61959317287228,-3.62072885450695,-0.685898137476467,0.00038924183019521,0.00356026770552029
"FREM2",-1.58127556317279,-3.61265921705572,-0.71287601063107,0.000400647731401585,0.00365090712849091
"KRTAP4-1",-2.26761871596704,-3.60562509627563,-0.736350088604826,0.000410846287498393,0.00373097726021016
"CELF3",-1.41233531857528,-3.60292048001011,-0.745365458976573,0.00041483235808053,0.00375561818060013
"GALNT8",-1.26567988732256,-3.60097918078602,-0.7518328804511,0.000417715885992584,0.00377198469883496
"SCGB2A1",-2.0872106690311,-3.58726832175652,-0.797425627553999,0.000438625624068686,0.00394047528341585
"APOC3",-2.53631673296798,-3.58568078485724,-0.802695056489165,0.000441109394215017,0.00395680802650869
"CLCNKA",-1.20258155816821,-3.58397053725346,-0.808369559228026,0.000443799969163129,0.00397728723512172
"ASPG",-1.10876960651333,-3.58223377525789,-0.814129663944712,0.000446548068330665,0.00399824392006709
"NRCAM",-1.06593534999135,-3.57862032089575,-0.826106303415524,0.000452317115776543,0.00403878215134599
"PSORS1C2",-1.13007585914138,-3.57145840408928,-0.849813576883751,0.000463959447692814,0.00412763193232271
"ZNF280A",-1.7731286823498,-3.57099702197911,-0.851339442304318,0.000464719055896764,0.00413126580781245
"CNTD2",-1.25170014785743,-3.56853289097743,-0.859485862613793,0.000468795803012959,0.00416117566121416
"LGALS4",-1.20345686941457,-3.56424063715595,-0.873664549247017,0.000475977562904709,0.00420787161413649
"GABRR1",-1.80638591715115,-3.56183031954152,-0.881620184408128,0.000480055755231165,0.00423799560667441
"KRT20",-2.41150850149673,-3.56097435141961,-0.884444332359576,0.000481511925950811,0.00424700916522091
"RSPO4",-1.66948450455848,-3.55988460101277,-0.888038970181748,0.000483371821497286,0.00425764196020105
"ASB4",-1.88806381080475,-3.54462799749699,-0.938265079650314,0.000510130669058087,0.00446112926941971
"SMLR1",-1.71476434932186,-3.54444076148543,-0.938880327073911,0.000510467558774697,0.00446207625603373
"CEACAM5",-1.85628958079879,-3.5439124297418,-0.940616246155377,0.000511419303327966,0.00446639524906423
"SLC51B",-1.09228831949161,-3.53649118121378,-0.964976460660916,0.000524965650376615,0.00456834798470849
"KRT7",-1.48463915425178,-3.53601338349106,-0.96654332603033,0.000525849256680563,0.00457196064193671
"SLC17A1",-1.54422253528659,-3.53396259048542,-0.97326652490957,0.000529657759235876,0.00459892784809834
"ARMC3",-1.22602323194309,-3.53181021866998,-0.980319127657205,0.000533682786427773,0.00463181605526176
